ID,Label,Price,Vendor ID
306a2202-5deb-4e0d-85ab-e9098bd22b0e,Ellie Purple Modal Cutout Maxi Bodycon Dress,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
c6fca45d-a0c3-4894-a192-c5f4b11f095e,Dorota Burgundy Button Detailing Lounge Set,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
a2686caf-0d28-4c87-8fe0-0371d534ad2c,Daphne White Arm Warmer Sweater,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
aa0b6357-b73a-4a03-ab1d-97b704a3a720,Paisley Sage Green Pushup Corset Lace Bodysuit,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
e6502b6a-2172-4f18-b696-00c6afed9593,Hera Blue Shimmer Ruffled Skirt,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
8ac49d03-2d50-4036-8489-76b93cfcfd1c,Astrid Blue & Black Lounge Set,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
2b56eb88-b82a-4af4-b3ae-29abe066ff6c,Hera Blue Printed Power Mesh Corset,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
7944c1de-ac37-492d-b510-6e116bb9f13a,Vanessa Rust Midaxi Bodycon Dress,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
d3dbae2b-0c0d-4006-a7cc-f64c49d5c076,Gianna Denim Embellished Corset + Jeans Set,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
2341b161-c94a-4ae3-a3dc-6753cadf9e98,Brielle Teddy Wide-Leg Pants,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
7f098a48-9435-4dcc-ad8c-cad5ec17d05c,Alessa White and Blue Print + Lace Coord Set,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
340707a7-9a47-4d60-ac57-134a5eea1c36,Iniya Emerald Scallop Satin Pre-Stitched Saree,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
4e78a506-1158-45d0-aa32-f3f5ebdce0cf,Brie Teddy Crop Top,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
3e840bf6-891f-420d-a4b4-f7c7a694afae,Cielo Black Lace Tanga Bottoms,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
06b492be-9a59-46a0-8765-903cb1c6286e,Lucinda Mauve Backless Bodysuit,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
d92b39ca-8255-430f-96eb-ca64cd83ac21,Cerise Blush Pink Lounge Set,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
ece7cd88-454e-4de9-8631-255dd0b7e15a,Yolanda White and Pink Rib + Faux Fur Lounge Set,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
f1360c8d-405a-4a80-b01c-6f532670f1c7,Octavia Pale Faux Fur Lounge Set,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
36076f4a-e350-48c1-826e-02b47e9850d6,Hannah Lavender Teddy Joggers,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
c6f516f3-75a8-42fe-8578-94fdc4513aef,Jordyn Blue Crystal Mesh Mini Skirt,"{'default': None, 'original': None, 'meta': {}}",7c9e130b-8920-4914-853e-64ee867bb3b4
